Institute,Branch,Rank Category,Category,Gender,Opening Rank,Closing Rank
IIT  Mandi,Electrical Engineering,AI,SC,Gender-Neutral,1216,1650
IIT  Kharagpur,Aerospace Engineering,AI,ST,Female-only ,1219,1219
IIT  Indore,Mechanical Engineering,AI,SC,Gender-Neutral,1223,1702
IIT  Guwahati,Biosciences and Bioengineering,AI,EWS,Gender-Neutral,1224,1522
IIT  Guwahati,Chemical Engineering,AI,SC,Gender-Neutral,1224,1442
IIT  Delhi,Mechanical Engineering,AI,OPEN,Gender-Neutral,1225,1782
IIT  Gandhinagar,Materials Engineering,AI,ST,Gender-Neutral,1227,1269
IIT  Hyderabad,Civil Engineering,AI,SC,Gender-Neutral,1229,1789
IIT  Guwahati,Electronics and Communication Engineering,AI,SC,Female-only ,1230,1422
IIT  Kharagpur,Civil Engineering,AI,SC,Gender-Neutral,1232,1578
IIT  Madras,Aerospace Engineering,AI,EWS,Female-only ,1232,1232
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1233,1332
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1233,1496
IIT  Patna,Chemical Science and Technology,AI,ST,Gender-Neutral,1239,1252
IIT  Ropar,Mechanical Engineering,AI,EWS,Gender-Neutral,1241,1494
IIT  BHU,Pharmaceutical Engineering & Technology,AI,ST,Gender-Neutral,1241,1449
IIT  Roorkee,Energy Engineering,AI,SC,Gender-Neutral,1242,1416
IIT  Tirupati,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,1242,1727
IIT  (ISM) Dhanbad,Mineral and Metallurgical Engineering,AI,ST,Gender-Neutral,1243,1340
IIT  Kharagpur,Electrical Engineering,AI,SC,Female-only ,1244,1307
IIT  Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,1244,1244
IIT  BHU,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1244,1248
IIT  Jodhpur,Computer Science and Engineering,AI,SC,Female-only ,1247,1421
IIT  Roorkee,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,1247,1709
IIT  Patna,Engineering Physics,AI,ST,Gender-Neutral,1248,1482
IIT  Jodhpur,Bio Engineering,AI,ST,Gender-Neutral,1250,1452
IIT  Roorkee,Chemical Engineering,AI,ST,Female-only ,1253,1532
IIT  BHU,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1256,1271
IIT  (ISM) Dhanbad,Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,1257,2102
IIT  Jammu,Chemical Engineering,AI,ST,Gender-Neutral,1257,1330
IIT  Kanpur,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,1258,2051
IIT  Hyderabad,Electrical Engineering,AI,OBC-NCL,Female-only ,1260,2009
IIT  Tirupati,Chemical Engineering,AI,ST,Gender-Neutral,1263,1291
IIT  Bombay,Mechanical Engineering,AI,OBC-NCL,Female-only ,1265,2722
IIT  Bhilai,Electronics and Communication Engineering,AI,EWS,Gender-Neutral,1265,1286
IIT  Ropar,Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,1267,1724
IIT  Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,1268,1879
IIT  Palakkad,Electrical Engineering,AI,EWS,Gender-Neutral,1268,1498
IIT  Roorkee,Computer Science and Engineering,AI,OPEN,Female-only ,1270,1870
IIT  (ISM) Dhanbad,Engineering Physics,AI,ST,Gender-Neutral,1270,1360
IIT  Tirupati,Electrical Engineering,AI,EWS,Gender-Neutral,1271,1406
IIT  Goa,Computer Science and Engineering,AI,ST,Female-only ,1272,1272
IIT  Kanpur,Biological Sciences and Bioengineering,AI,EWS,Gender-Neutral,1273,1341
IIT  Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,ST,Gender-Neutral,1273,1273
IIT  Jammu,Mathematics and Computing,AI,SC,Gender-Neutral,1273,1566
IIT  Palakkad,Data Science and Engineering,AI,ST,Female-only ,1275,1275
IIT  Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1277,1541
IIT  Bhubaneswar,Computer Science and Engineering,AI,SC,Female-only ,1279,1313
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1280,1369
IIT  (ISM) Dhanbad,Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,1280,1663
IIT  Gandhinagar,Chemical Engineering,AI,EWS,Gender-Neutral,1281,1553
IIT  Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1281,1281
IIT  Gandhinagar,Integrated Circuit Design & Technology,AI,EWS,Female-only ,1282,1282
IIT  Mandi,Data Science and Engineering,AI,OBC-NCL,Gender-Neutral,1284,1679
IIT  Patna,Metallurgical and Materials Engineering,AI,ST,Gender-Neutral,1287,1324
IIT  Kharagpur,Chemical Engineering,AI,SC,Female-only ,1292,2540
IIT  Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,1292,2742
IIT  Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,1295,2234
IIT  BHU,Ceramic Engineering,AI,ST,Gender-Neutral,1297,1430
IIT  Indore,Civil Engineering,AI,EWS,Gender-Neutral,1299,1474
IIT  Bombay,Energy Engineering,AI,OBC-NCL,Gender-Neutral,1300,1650
IIT  Hyderabad,Civil Engineering,AI,SC,Female-only ,1301,2852
IIT  Dharwad,Chemical and Biochemical Engineering,AI,ST,Gender-Neutral,1301,1337
IIT  Indore,Engineering Physics,AI,EWS,Gender-Neutral,1302,1511
IIT  Hyderabad,Civil Engineering,AI,ST,Female-only ,1302,1302
IIT  Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1303,1303
IIT  Madras,Electrical Engineering,AI,OPEN,Female-only ,1304,2677
IIT  Madras,Chemical Engineering,AI,EWS,Female-only ,1306,1843
IIT  BHU,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only ,1307,1307
IIT  Delhi,Chemical Engineering,AI,EWS,Female-only ,1308,1358
IIT  (ISM) Dhanbad,Electrical Engineering,AI,ST,Female-only ,1308,1459
IIT  Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,SC,Gender-Neutral,1309,1309
IIT  Delhi,Biotechnology and Biochemical Engineering,AI,ST,Female-only ,1310,1310
IIT  Ropar,Mathematics and Computing,AI,ST,Female-only ,1316,1316
IIT  Guwahati,Chemical Engineering,AI,ST,Female-only ,1317,1398
IIT  Patna,Artificial Intelligence and Data Science,AI,EWS,Female-only ,1322,1322
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,ST,Female-only ,1322,1639
IIT  Kharagpur,Metallurgical and Materials Engineering,AI,EWS,Gender-Neutral,1325,1359
IIT  Madras,"Biological Science (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1325,1359
IIT  Indore,Chemical Engineering,AI,EWS,Gender-Neutral,1326,1402
IIT  BHU,Civil Engineering,AI,EWS,Gender-Neutral,1327,1426
IIT  Dharwad,Mechanical Engineering,AI,SC,Gender-Neutral,1327,2629
IIT  Hyderabad,Chemical Engineering,AI,ST,Female-only ,1328,1328
IIT  Madras,Metallurgical and Materials Engineering,AI,SC,Gender-Neutral,1328,1679
IIT  Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",AI,ST,Gender-Neutral,1329,1329
IIT  Mandi,Bio Engineering,AI,ST,Gender-Neutral,1331,1502
IIT  Hyderabad,Chemical Engineering,AI,SC,Gender-Neutral,1331,1588
IIT  Bhubaneswar,Engineering Physics,AI,ST,Gender-Neutral,1333,1333
IIT  Dharwad,Electronics and Communication Engineering,AI,EWS,Gender-Neutral,1336,1458
IIT  Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,EWS,Gender-Neutral,1337,1337
IIT  Madras,Metallurgical and Materials Engineering,AI,ST,Female-only ,1339,1339
IIT  Delhi,Materials Engineering,AI,ST,Female-only ,1341,1341
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,OBC-NCL,Gender-Neutral,1341,1722
IIT  Hyderabad,Materials Science and Metallurgical Engineering,AI,EWS,Gender-Neutral,1344,1422
IIT  Delhi,Materials Engineering,AI,SC,Gender-Neutral,1345,1408
IIT  Jodhpur,Materials Engineering,AI,ST,Gender-Neutral,1346,1419
IIT  Gandhinagar,Integrated Circuit Design & Technology,AI,OBC-NCL,Gender-Neutral,1347,2660
IIT  Dharwad,Electronics and Communication Engineering,AI,ST,Female-only ,1347,1347
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1348,1434
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1350,1489
IIT  BHU,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1350,1465
IIT  (ISM) Dhanbad,Environmental Engineering,AI,ST,Gender-Neutral,1351,1441
IIT  BHU,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1352,1356
IIT  Goa,Mathematics and Computing,AI,SC,Gender-Neutral,1352,1613
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,EWS,Gender-Neutral,1354,1462
IIT  Jodhpur,Mechanical Engineering,AI,EWS,Gender-Neutral,1355,1616
IIT  Madras,Naval Architecture and Ocean Engineering,AI,SC,Gender-Neutral,1355,2224
IIT  BHU,Civil Engineering,AI,ST,Female-only ,1355,1472
IIT  Patna,Mathematics and Computing,AI,ST,Female-only ,1361,1361
IIT  Delhi,Energy Engineering,AI,OBC-NCL,Gender-Neutral,1362,1957
IIT  Indore,Civil Engineering,AI,ST,Female-only ,1363,1363
IIT  Tirupati,Electrical Engineering,AI,ST,Female-only ,1364,1364
IIT  Ropar,Metallurgical and Materials Engineering,AI,ST,Gender-Neutral,1366,1366
IIT  Goa,Electrical Engineering,AI,EWS,Gender-Neutral,1366,1634
IIT  Ropar,Engineering Physics,AI,ST,Gender-Neutral,1368,1391
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,EWS,Gender-Neutral,1371,1415
IIT  Palakkad,Data Science and Engineering,AI,SC,Gender-Neutral,1371,1602
IIT  Patna,Electronics and Communication Engineering,AI,ST,Female-only ,1372,1372
IIT  Jodhpur,Electrical Engineering,AI,SC,Gender-Neutral,1379,1835
IIT  Bhilai,Materials Science and Metallurgical Engineering,AI,ST,Gender-Neutral,1379,1379
IIT  BHU,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1380,1476
IIT  Delhi,Textile Technology,AI,ST,Female-only ,1386,1538
IIT  Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1387,1462
IIT  Roorkee,Biosciences and Bioengineering,AI,EWS,Gender-Neutral,1389,1398
IIT  Ropar,Computer Science and Engineering,AI,SC,Female-only ,1389,1641
IIT  Jammu,Materials Engineering,AI,ST,Gender-Neutral,1390,1512
IIT  Mandi,B.Tech in General Engineering,AI,ST,Gender-Neutral,1394,1400
IIT  Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1395,1455
IIT  Kanpur,Electrical Engineering,AI,OBC-NCL,Female-only ,1397,2426
IIT  Bhubaneswar,Mechanical Engineering,AI,EWS,Gender-Neutral,1400,1639
IIT  Mandi,Data Science and Engineering,AI,EWS,Female-only ,1401,1401
IIT  Kanpur,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,1402,2058
IIT  Bombay,Industrial Engineering and Operations Research,AI,ST,Female-only ,1404,1404
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,SC,Female-only ,1404,2475
IIT  Dharwad,Engineering Physics,AI,ST,Gender-Neutral,1405,1442
IIT  Gandhinagar,Mechanical Engineering,AI,ST,Female-only ,1407,1407
IIT  BHU,Mechanical Engineering,AI,ST,Female-only ,1409,1585
IIT  Bombay,Engineering Physics,AI,EWS,Female-only ,1410,1410
IIT  Delhi,Electrical Engineering,AI,OPEN,Female-only ,1411,1826
IIT  Delhi,Engineering Physics,AI,OBC-NCL,Gender-Neutral,1411,1917
IIT  BHU,Electrical Engineering,AI,EWS,Female-only ,1411,1658
IIT  Kanpur,Materials Science and Engineering,AI,ST,Female-only ,1412,1412
IIT  Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1413,1496
IIT  Gandhinagar,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,1415,1930
IIT  Mandi,B.Tech in Materials Science and Engineering,AI,ST,Gender-Neutral,1416,1453
IIT  Patna,Electrical and Electronics Engineering,AI,SC,Gender-Neutral,1417,1689
IIT  Tirupati,Computer Science and Engineering,AI,SC,Female-only ,1419,1419
IIT  Kharagpur,Mining Engineering,AI,EWS,Gender-Neutral,1420,1572
IIT  Bhubaneswar,Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,1423,2026
IIT  Guwahati,Electronics and Electrical Engineering,AI,SC,Female-only ,1423,1429
IIT  Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1424,2054
IIT  Indore,Space Sciences and Engineering,AI,SC,Gender-Neutral,1425,1668
IIT  Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1426,1426
IIT  Ropar,Electrical Engineering,AI,ST,Female-only ,1427,1427
IIT  Madras,Engineering Physics,AI,ST,Female-only ,1429,1429
IIT  Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,1433,1644
IIT  Madras,Chemical Engineering,AI,SC,Female-only ,1434,2010
IIT  Kharagpur,Mechanical Engineering,AI,EWS,Female-only ,1435,1864
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,Female-only ,1438,1438
IIT  Bombay,Metallurgical Engineering and Materials Science,AI,OBC-NCL,Gender-Neutral,1439,2207
IIT  Mandi,B.Tech in Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,1441,1767
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Gender-Neutral,1441,1695
IIT  Dharwad,Electronics and Communication Engineering,AI,SC,Gender-Neutral,1443,1712
IIT  Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,ST,Female-only ,1444,1444
IIT  Patna,Electrical and Electronics Engineering,AI,ST,Female-only ,1446,1446
IIT  BHU,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1448,1448
IIT  (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1451,1451
IIT  Ropar,Mathematics and Computing,AI,SC,Female-only ,1451,1451
IIT  Madras,Aerospace Engineering,AI,OBC-NCL,Female-only ,1452,3432
IIT  BHU,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,1453,1453
IIT  BHU,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1456,1456
IIT  (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1458,1458
IIT  Indore,Electrical Engineering,AI,EWS,Female-only ,1460,1579
IIT  Kharagpur,Electrical Engineering,AI,OPEN,Gender-Neutral,1460,2016
IIT  Gandhinagar,Chemical Engineering,AI,SC,Gender-Neutral,1460,2125
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1461,1461
IIT  Guwahati,Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,1462,1658
IIT  Dharwad,Electrical and Electronics Engineering,AI,EWS,Gender-Neutral,1464,1567
IIT  Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1468,1633
IIT  Madras,Aerospace Engineering,AI,OPEN,Gender-Neutral,1469,2815
IIT  Mandi,Mechanical Engineering,AI,EWS,Gender-Neutral,1470,1676
IIT  Indore,Electrical Engineering,AI,SC,Female-only ,1470,1704
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1472,1650
IIT  Bombay,Energy Engineering,AI,ST,Female-only ,1473,1473
IIT  BHU,Metallurgical Engineering,AI,EWS,Gender-Neutral,1473,1714
IIT  Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,1478,1883
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1478,1701
IIT  BHU,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1478,1515
IIT  Delhi,Energy Engineering,AI,ST,Female-only ,1481,1481
IIT  Kanpur,Chemical Engineering,AI,EWS,Female-only ,1482,1661
IIT  Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1483,1497
IIT  Patna,"Economics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1489,1489
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,EWS,Female-only ,1490,1490
IIT  Bombay,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,1491,2705
IIT  Ropar,Computer Science and Engineering,AI,OBC-NCL,Female-only ,1492,2227
IIT  Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1493,1529
IIT  Roorkee,Electrical Engineering,AI,OPEN,Gender-Neutral,1495,2033
IIT  Guwahati,Energy Engineering,AI,SC,Gender-Neutral,1495,1682
IIT  Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Female-only ,1498,1498
IIT  Kanpur,Mechanical Engineering,AI,EWS,Female-only ,1499,1686
IIT  Bombay,Metallurgical Engineering and Materials Science,AI,SC,Female-only ,1500,2276
IIT  Hyderabad,Biomedical Engineering,AI,EWS,Gender-Neutral,1502,1636
IIT  Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1503,1549
IIT  Jodhpur,Electrical Engineering,AI,ST,Female-only ,1505,1560
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1505,1530
IIT  Bhilai,Electronics and Communication Engineering,AI,ST,Female-only ,1506,1506
IIT  Tirupati,Electrical Engineering,AI,SC,Gender-Neutral,1508,1851
IIT  Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1510,1510
IIT  Jammu,Electrical Engineering,AI,EWS,Gender-Neutral,1510,1745
IIT  Hyderabad,Engineering Science,AI,SC,Female-only ,1512,1512
IIT  Indore,Chemical Engineering,AI,SC,Gender-Neutral,1513,1913
IIT  (ISM) Dhanbad,Chemical Engineering,AI,ST,Female-only ,1513,1513
IIT  (ISM) Dhanbad,Chemical Engineering,AI,EWS,Gender-Neutral,1515,1674
IIT  Bhilai,Electrical Engineering,AI,EWS,Gender-Neutral,1516,1648
IIT  Mandi,B.Tech in Mathematics and Computing,AI,EWS,Female-only ,1517,1517
IIT  (ISM) Dhanbad,Engineering Physics,AI,EWS,Gender-Neutral,1518,1557
IIT  Bhilai,Electrical Engineering,AI,ST,Female-only ,1521,1521
IIT  Madras,Aerospace Engineering,AI,SC,Female-only ,1522,1699
IIT  Kharagpur,Metallurgical and Materials Engineering,AI,SC,Gender-Neutral,1523,2109
IIT  Mandi,Civil Engineering,AI,ST,Female-only ,1526,1526
IIT  Ropar,Chemical Engineering,AI,EWS,Gender-Neutral,1527,1631
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,SC,Female-only ,1528,2082
IIT  Kharagpur,Agricultural and Food Engineering,AI,EWS,Gender-Neutral,1529,1744
IIT  Mandi,B.Tech in Microelectronics & VLSI,AI,SC,Gender-Neutral,1531,1751
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1534,1627
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,EWS,Female-only ,1537,1587
IIT  BHU,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,1538,2154
IIT  Kharagpur,Instrumentation Engineering,AI,ST,Female-only ,1540,1540
IIT  Kanpur,Mechanical Engineering,AI,SC,Female-only ,1541,2026
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,ST,Female-only ,1543,1543
IIT  Ropar,Engineering Physics,AI,EWS,Gender-Neutral,1543,1790
IIT  Kanpur,Materials Science and Engineering,AI,SC,Gender-Neutral,1544,1853
IIT  Hyderabad,Computational Engineering,AI,OBC-NCL,Female-only ,1547,1547
IIT  Kanpur,"Economics (4 Years, Bachelor of Science)",AI,EWS,Female-only ,1548,1548
IIT  (ISM) Dhanbad,Civil Engineering,AI,ST,Female-only ,1548,1548
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,EWS,Gender-Neutral,1551,1632
IIT  Palakkad,Electrical Engineering,AI,ST,Female-only ,1552,1552
